Sentences	label
蝶儿纷飞，黄叶飘零。	1
很多快乐，很多痛苦，很多无所事事，很多不知所措，很多无聊的打坐……	2
于是我走到妈妈身边，大声的又喊了几遍，妈妈没有说话，但我从她的眼神中看到了妈妈在为我高兴，可能是妈妈知道我的这种别的孩子没有的虚荣吧！	0
回来的时候电车路过一家点心店，店名叫做“鲜得来”。	5
起床，拿着东西准备吃早饭，这时我不停的在想，我今年到底有多大了，为什么我觉得是这样的累。	2
偶尔下雨的日子倒是有一种意外相遇的欣喜。	0
我气得大哭了一场，老公安慰了一下我，可是我觉得他也没有特别怪他妈不应该说这话，他的这种态度让我心里很难受，难道这也是他的想法？	1
我们人类目前还无法预知这样的灾难何时会降临，人类对自然的认知还非常局限；一个以秒来计算的瞬间内，就会把这么多的生灵生死隔开，让生者茫然。	1
前天坐车，走到半路熄火。	4
而沉默被称为言论，冰寒被称为温度。	1
当第一场冬雪缠绵于天地间，当又一个孤独的冬夜贴近我的窗棂，冷月的余晖撒满我房间的角落，网络情感欲近渐远，消失在夜幕中。	1
晚上下班回到住处，门口的一提东西，让我感动了好久。	0
原来我对生命的理解竟是如此的肤浅，没有父母的呵护，我就像温室里脆弱的花朵，经不起风吹雨打，甚至不堪一击。	1
他安排了一天自己的活动。	5
我们谈起一起吃方便面的日子，一起唱歌的日子，一起高考的日子，脉络清晰得让我吃惊，这些躲藏在记忆深处的东西被我们挖了出来。	3
爱情的保鲜期短暂得很。	2
有些东西实在带不走，只能甩卖，可惜那帮学弟学妹一点都无法理解这种心情。	2
中国人原本就有严重的恋乡情节，地方保护主义也很厉害。	2
我靠，说相声还得有捧哏逗哏呢，怎么这次葛优大爷自己干说了？	4
虽是万家灯火，却没有一处是家的方向，望着忙碌的街道，奔流着车水马龙，马路的行人匆匆，倦鸟怕也早已归。	1
昨夜，雨来了，这回是随春雷来的。	0
我是小鱼儿，潇洒的出入爱情的海洋，在爱的转角却遇上了你，一个很对脾气的人。	0
唉，无话可说，且打酱油去。	1
　　　烟头一个接一个在手指中湮灭，思绪的空间却一层层在烟圈中绕大。	1
那些天我们曾经哭过。	1
老曹，肯定想起了什么，频频招呼服务生上酒，他说必须大醉。	1
现在来说说那三个失球，第一个点球完全没有必要，尤其在客场禁区内一定要多注意，这个失球反映出我们不够聪明。	4
极度弯曲的铁轨让人惊叹大自然的力量，被火山喷发带向天空的石头，砸损的路面及车辆让人不寒而栗。	2
真不知今年怎么了，老是得罪人的！	2
每每想到这点，我就会忍不住流泪辛酸。	1
寂寞烟雨巷，青石斑驳。	1
不管怎样的变化，生活会越来越好的。	0
你是行业领导者，最多的人信赖着你，最多的人支持着你，你的一举一动牵涉着最多人的利益——那么，你不负大责任谁负？	0
这是他们可怜之处，也是这个行业的必然之处！	1
可最近更“雷”的一个消息出现了。	3
第二件事应该是作为一个中国人都该乐的，那就是期盼已久的２００８北京奥运会终于开幕了。	0
连余秋雨都将自己的大师头衔当笑话，旁人又何必呢？	4
此刻，很想走进你的梦里，可今夜的你，今夜的我，是否可以共同拥有这淡蓝的心情。	2
时间可以冲淡一切，逐渐的，自己也忘了这些回忆，在错误中，第一次找回了真理：患难之交是朋友，患难之交也会演变成陌路人。	2
就算阳光２４小时都是炙热的，却没有半分的温暖照在她身上。	1
因为它很可爱，因为我有些傻，盯了好一会，我突然笑了，似乎今天早晨的心情会不错，开心就是这么简单。	0
初中的班主任每次看见我们都会说：我真羡慕你们，无忧无虑。	0
就像在一份感情中，无论你多么优秀，如何努力，却终究无法打动对方，也就是说，她不喜欢你，她也不愿意接受你的喜爱，她不适合你，形象地说，就是你们之间无法“通电”。	1
人多力量大，可同时也有个弊端，那就是劳民伤财。	2
伸出双手轻轻地接住它，怕弄伤那快乐的情绪。	0
当地的“县委县政府”，有这个权利吗？	2
一位记者抱怨，有位并不熟悉的学生竟晚上１１点打电话咨询有关写作的事情；我说，这算什么？	4
也很想像某人一样，干净漂亮的去做人生中最想做的那件事，可我却自知没有那方面的才能。	2
一个声音说所以你是个懦夫！	2
最早去天津已经是将近２０多年前的事儿，当时为了参加一个文学理论的讨论会，因为刚到中国社会科学院哲学所工作，初来乍到，整天诚惶诚恐。	2
男孩子往往都很粗心，认为自己倾心的花费了功夫，花的钱越多，就说明自己的爱情是有实力的。	2
赛场非得有败者，这是宿命，参与便不能逾越。	1
开败的玉兰花，被雨点打得面目全非，楚楚可怜地挂在枝头，没了往事的盛态，香消玉损。	2
还是品质出众，长期默默做不太引人注意的好事？	2
从小在北京的东城长大，在汉民的学校长大，没有那么单纯的回族聚居的环境，也就和很多人一样了。	1
不知道接下来是否还会出现山寨奥运、山寨故宫和山寨神七。	2
牛羊鸡鸭猪狗鱼，吃得是有毒的饲料；粮食蔬菜水果是用化肥农药种养出来的；装饰材料有毒物质超标致使白血病高发；就连校服都是用有毒的布料做成；毒鸡蛋又上市到了香港……	2
回到家，母亲已经做好饭，女儿饿得吃了半个小油饼，一碗青菜。	0
３月７日下午，出席十一届全国人大二次会议的五位大学校长代表在大会新闻中心就教育公平问题接受中外记者的采访。	5
我不能挽回什么，我只是想知道，我的感情会到底是什么样子。	1
今天从学校回来，这个学期的课程也结束了。	5
所谓“放弃”的表现形式是我参加了两次高考，第一次考了３２３分，第二次我记得没有上３００分。	1
也许是你前世的爱失去了你应有的进行时，这个世界给你完成的机遇，你来了，为了后世不再遗憾，你走了使命之命也许会在后市再给你一个尴尬。	2
从二００六年六月毕业至今，晕晕的已过了３２个月了。	2
我应该行的。	0
自己也是望尘莫及。	1
《散文视野》是中国散文研究所的内刊，这期２００８年的山色卷，我年前已经看到。	5
希望那位房地产老板，不要因为盲目维护自己的利益而冲昏了头脑。	2
赤裸裸的金钱欲望，赤裸裸的利益交换，不少活生生的事例折射出的“社会病”，怎不人触目惊心！	1
因为我是一个不快乐的人，在人家高兴的时候，我总是莫名的陷入忧伤。	1
也只有这样，疲倦到极点以后清洗一翻后钻到被窝里闭上眼睛便又消磨了一天的光阴。	1
不知东莞是心中窝火还是“拔剑四顾心茫然”，说时迟，那时快，猛地意识到该插手教育了，就立即动员起来，发誓年底之前“全面彻底”铲除“黑学校”。	4
今晚被猛牛骂了，我一句话都没有的反驳，我打电话回家给妈妈诉苦，妈妈我好想你。	4
我不知道，我们算什么了！	2
在网上以微尘的名字通过红十字会给受灾地区捐了点款。	1
虽然不是呈几何级数增长，那也是按加法逐步增加。	5
再想想，好像我也没再为外婆做过什么事情了。	1
才发现，慵懒的状态，可以湮灭一个群体，也可以颠覆一个梦想，哪怕这个梦想是唯一的。	1
既然他不同意绝交，我们就做好兄妹，做我的好哥哥吧。	0
我稍稍调整情绪，今天就用四川话上课好了，川话更能利于表达，可能学校知道要扣我的钱了，不管他，先应付学生再说，人很多，我不得不加大了嗓门，还好，自我感觉还可以，下课后学生反应应该不错。	0
才恢复到能够有笑容。	0
感觉有时太缥缈，那不真实的情感伤人伤己。	2
无论是在文字上，还是在图片和视频上，不少互联网的信息过于成人化，青少年无法进行较好的自我辨别和自我控制，最终的结果是处于成长阶段的他们具有极为成熟的模仿倾向，直至产生不良后果。	2
”那句歌词依然在轻轻地唱，在风清月明的夜晚，在寂寞昏黄的灯下。	1
在短时间内便集结了大量的人力，物力，财力投放到灾区救援中去。	0
我只知道，无论如何，就算将来她结婚生孩子了，我还是无法放下对她的爱的。	1
早先还仅在专业人士及爱好者中探讨，国人习焉不察，所以第一个为中国传统家具著书立说的人反倒是德国人古斯塔夫·艾克（Ｇｕｓｔａｖ　Ｅｃｋｅ）。	1
这一整个过程由日本电视台跟踪拍下了。	5
由谁制定和评选？	2
”母亲很是着急，孩子却没有半点回应。	2
对面的男孩开始和我说话了，相互询问了对方的基本情况，我知道他是河北衡水人，在大杨树一个煤矿打工，现回家过春节。	5
虽然只经过这一次拉练，但也感到徒步行军或者走得更远是多么不易，现在回忆起来也挺有意思。	0
放下饭碗，到窗台上看了看天，没发现月亮的影子，还以为又无缘见到又大又圆的月亮了。	1
收拾起心情，继续走吧，错过花，你将收获雨；错过她，我才遇到了你。	0
很多人开始猜测章子怡该如何来应对这次的危机。	1
居民家附近有书店，每天晚饭后会迎来不少顾客，邻里之间，低头不见抬头见，这里也就成为以书会友、联谊的小小社区。	5
这次找千日寺也是出于这般原因。	5
一开始就是错误吗？	2
还说他们一直以为我会说“诸葛亮，赵云亦或其他……”	5
真是石破天惊，祸国殃民之论！	4
大意如此吧？	5
”她回答我：“我都要走了。	5
以鼓励角度而言，以满分作文，激励即将走向社会的年轻人，无可厚非；以劝勉角度而言，满分作文容易滋生考生的骄傲自得心理，作文本身也常常为其他学校、师生、家长引为范本。	2
一任长长的秀发一路飘逸挥洒，直至腰际，当看到女孩子们眼里的那种欣羡表情，男孩子们在那头长发上过多迂回留恋的眼神，有一种心醉的感觉。	0
爱情，不再是海誓山盟，那其实只是一种淡淡的感觉，一处浅浅的记忆，却留下一道深深的、无法捕捉的伤痕。	1
我的长发被狠心的剪短，飘舞在风中，依旧动人。	1
这个跑法还很奇怪，可能钱还在，只是价值丢了一部分。	3
回首，２年以来，或者更长时间以来，我的生活都仿佛外滩霓裳，徒有外表的华丽绚烂。	1
它的去处，应该是双转移。	2
看来我应该听她的，穿的暖暖的，这样你就不会孤单，心暖的时候一切都是美好的。	0
语言不同，只能说明使用的人群不同，仅此而已。	5
于是，她泪流满面跟他说了声“再见”，然后转身，就此别过！	1
云生日的那晚，十几个人欢聚在米乐星，因为压抑劳累了太久，吃了点东西我象醉酒一样的晕到过去，昏睡了一天一夜，后来她们才告诉我，那晚我迷糊中说了一句话“我死了，全世界都在为我哭泣！	2
今天下午两点多，接到总台的电话，说有束花。	5
我知道，这不再是和我一起过日子的她了，我清楚地看到了她眼神里流露出来的沧桑，应该还有一点点幸福吧，至少她还在微笑。	2
人，经历了一次全心全意的感情付出，再也不可能会爱一个人爱得这么深这么真了。	1
我尽量压住自己的火，看着冒非试管上的针头，让他在去拿个输液器。	4
然后电话就挂了。	1
有一天课后，老师把爱泼斯坦叫到一边，将他的一张考卷递给他。	5
教育关系未来，莘莘学子涉及命运。	2
不过也难怪，东京这座城市貌似繁华得不可一世，其实人心荒凉。	1
误踏“地雷”须自受，满街狗矢候君游。	2
还在希望着有一天，我们还能在一起吗？	1
我听了心里酸酸的。	1
盐内的钠离子和氯离子在天然地质环境中可以分解，在城市区域的地质环境中地质分解能力会减弱，这样我们的地下水中盐分就会提高，而高盐分对高血压患者健康威胁较大。	2
其实，这些回忆，我也已经快要遗忘了。	1
电话在她山穷水尽的时候想起．．．．．．	3
香港不然，客人参加婚宴随的礼钱根本涮不出盘子。	2
今晚，我被雨淋了。	5
黑夜裹着清冷袭来。	2
胭脂泪，留人醉，几时重。	1
过往，被流沙似的时光悄无声息地掩埋。	1
如今的强悍女生很现实。	2
公司每个月的月末聚餐，她常常是穿梭在男人中间最忙的那个，调酒、倒酒、接菜、夹菜、帮男人剥虾、剥蟹，偶尔还要跟他们侃侃黄色笑话……	2
暖昧之人，都是处于一种观望状态，好则继续，不好则脚底抹油，溜之大吉。	4
“蛆桔”疫情的发生蔓延，又是什么在作祟？	2
那真是一种人的灾难，情感的变迁随时会使你走向一个不能自拔的情感的围场。	1
但是，在红尘之中，又有几个人是保持平静和平淡的心的，因为一点小事，可能争的面红耳赤，也可能因为一点蝇头小利而把戈相向，人生能悟道平淡乐趣的人又有几个呢？	2
却不知要寄往何方。	2
初次的相识，说着同样的一句话：别谈恋爱，爱是苦难的开始。	2
今天早上我出外步行了一个小时，见到一个小商场内的一间大型中餐馆结束营业，餐馆内的设备一片狼藉，心中有点难受，证明现在的生意不好做。	1
自家厨房里，小到打蛋器大到各式各样的锅、灶无一不全，有时甚至只是为做一个菜不惜专门新买一个厨具。	5
我从我的大凳子上的小凳子上面跳下。	0
总觉得人生苦短，不想束缚自己，所以就养成了这种拖沓懒散的性子，性格决定命运，一点也没错，这样的性格，让我终将一事无成。	1
这种人生的弱势，最需要呵护。	1
自然灾害的发生，有什么冥冥之中的定数？	2
我想起了小时候。	5
时间久了，总觉得他在躲着自己。	2
春的气息，仿佛在一夜之间被完全蒸发，取而代之的，是如火的炎热。	2
儿子与我不“亲”，这使我多少有些郁闷，有时候还很难受。	1
我认为，奥运会开幕式的成功与否，并不在表演本身，以及究竟是谁点烧了主火炬。	2
阳光的抚慰，也无法抹平那历史的创伤。	1
百年不遇的金融危机，给很多人，不管你是国外还是国内、不管新股民还是老股民提供了一个绝对公平的平台，只要你敢买，你就可以赚钱，你就可以享受那份追逐利益的乐趣。	0
我只想处罚下她，这样不专心卖东西，遇到坏人，东西不全给偷走吗？	2
也许他对你的喜欢只是一种网络的倾诉，从没有认真过，也许他已厌倦了重复的谈话，那些聊天根本不是生活的全部。	1
我带着失望走出７９８工厂区。	1
《爱已经化作成云》这篇文章大家都读过，但是真正能够理解的人是不多的。	1
我终于看到了儿子的笑脸，每天放学回家开始和我聊班上的情况了，开始让我给他买些学习资料了。	0
男人的心冷了，就再也难以热起来，因为爱过一次之后已经让他失去了爱的能力。	1
幸好旁边只有一个胖胖的的女孩子，没别的人。	0
但是，我们得承认，女排在雅典夺冠，本身就赢得很悬，以现在中国女排的实力，发挥好了夺冠有可能，但要是发挥稍有欠佳，不夺冠也有可能。	2
爱情里真的没有谁会等谁一辈子，时间也许会解决一切问题。	1
虽然女书的最后几位传人都相继去世。	1
听上去，我没有觉得他出声，无非是吐了一口气而已，可恰恰就在这一瞬间，那只窗阁上的蜻蜓忽然飞起，匆忙的飞行说明了它的惊慌。	2
如此委员、如此提案，还能让老百姓看到什么？	2
好酒不多，这是会喝酒的人的真心话；好女人不多，这是懂女人的人的感受。	1
我不知道这场梦到底醒来没有，也不知道沉默是否为了更好的去思索，更不知道彼此间是否真的能做到永不相忘。	2
也做了母亲。	0
》称：春晚已经失去了当年万人空巷的吸引力，批评之声不绝于耳。	1
去年春天的时候，同住的舞蹈教授要卖房子，说要到巴西去。	5
当我们赶到农场，母亲在一个草棚里躺着，脸色苍白，浑身无力，汗水湿透了全身。	1
其实懂事和成熟，不是一回事。	2
说来也巧，第二天上午我们在前山上头铲地，因为那里地势高，相对落雨少，雨水流到低处，存水少，渗的快，比较好铲一些。	0
今天是三八，似乎跟我一点关系都没有。	2
我现在感觉，女人这一辈子，只要有一个男人是真的爱你，就很幸福了，即使不能在一起。	0
几个小时后，车到汉阴县城，停下来吃午饭。	5
措施越来越多，对于日常生活肯定会造成影响，还有心理上的压力，那就是，一切为了奥运。	2
我没有对任何人提起过有关你对我的一切……	1
而茶是要用品的。	5
后来，看着阳光把雪融化了，最后剩下黑一块，白一块，透明一块的地皮。	0
即使你有了静待花开的情怀，花儿未必适时盛开。	2
女的就说：“同事为什么叫你哥哥？	4
再后来……。	5
生命中有太多不能承受的沉重，你无法“心”安除非它不再跳动。	2
因为记得母亲一直喜欢鲜艳点的颜色，所以选了一束鲜艳的菊花；再仔细想想，再也想不出母亲还有什么其他特别的喜好了！	1
大学，是一个偏过头就看见陌生人的地方。	2
但仔细一想，还有缺陷，西红柿吃得愉快，但不知其价是高于水果还是低于水果？	0
老公的出现改变了我的一生。	5
这座城市，曾经只是在地理课上那张地图上的一个小圆圈，虽然九省通衢是它的标志词，但对我来说，它只是一座遥远的、陌生的城市，一座与我无任何关系的城市。	2
我绝望了，我现在在哪啊？	2
那天，在喇叭里广播的是原来村小学的校长，也是我的老师，他退休后就成了村委会的广播播音员。	5
母亲经常问我钱够不够花，面对这样的问题，我常常显得很不耐烦，一连串的“够了够了”也不知道是在敷衍谁。	2
对此，一位心理学家有过精彩的描述：“当一个射手为乐趣而射击时，他的技术发挥很好；当他为铜牌射击时，他已经紧张了；如果他为金牌射击，他就变成了瞎子，或者看到两个靶子——他魂不守舍。	2
家里如有一个青春期问题的孩子，家庭的气氛立刻变得紧张，有时候还弥漫着一股虚假之气。	2
常常听到这个词，到如今才深切地体会到它的味道，多么的无奈……	1
只是不知谁深爱了谁，谁遗忘了谁，谁错过了谁。	1
随之而来的，越积越厚的，便是心灵上的尘埃。	1
相聚的时间太短，短得让我几乎没有回忆。	1
不想和别人说话，也不想别人打扰我，我就一直把脸朝向窗外，任眼泪往下流。	1
　　总在晨曦初现时，不自觉地想象着，走近你一些，再走近你一些，尽管还是寒冬，和你依旧相隔千里，寂寞依旧，孤独依旧。	1
随行的老师一直都在制止孩子们；“不许大声喧哗，坐下！	4
每当心痛到无法忍受的时候，我真的想好要打破这样的格局，但当我鼓足勇气准备的时候，我的记忆又会跳出来打破这一切，我忘不了的以前一直在眼前恍惚，我无法去理解这件事的真正意义，只是又会有无法忍受的心痛。	1
生活滚滚行进，难得这么多同窗百忙中赶来赴约，可我胸中那盘旋多年炙热似火的感情见面之时竟无法宣泄。	1
爱情让我幸福，让我为它心痛。	1
之后就再也没有买过梳子。	1
环顾一下我们这个地球，有几个国家专为自己的自费留学生设奖？	0
不依赖却违背了自己女人的天性．”昨天看到这句话的时候，我笑了一下，一直很困惑的事情突然有了合理的解释。	0
少鹏编辑如果还是新闻业内人士的话，就应该知道，其实很多很多的美国佬这些年一直看好中国的股市，巴菲特、索罗斯、罗杰斯等等，中国股市不景气是自己的事情，和美国人没什么太大关系。	4
工作以来，每天要想好多的事情，虽然我的工作很轻松，但也有压力，就没有在学校那段日子过的惬意。	2
因此他愤怒在心里，看到儿媳就大不如前。	4
我让女儿出去买来面条青菜（女儿主动没去上选修课），挣扎着为自己做，吃完后才好起来。	1
有时，你永远无法接受一座城市的一切。	2
能为农民得到福利保障吗？	2
翻开情感的扉页，那里依旧鲜活地记录着自己的初衷：在这个世界上，谁也不是谁的谁。	1
什么是好人？	2
今天早上，我们又聊起来了。	5
我比他年长不少，不知道该怎么回答。	2
笔者来美国十几年，在美国两个不同的城市买过两次房子。	5
因为自尊受了伤，所以才那样惆怅，久久不能忘。	1
每次面试，别人都很看好我，我也是跃跃欲试，虽不能都马到成功，但让领导们印象深刻确是真的。	0
我不敢接着往下想……	2
说完后，老人猛踩油门，汽车咆哮而去，看上去，像飞起来一样！	3
在我的画板上留下残缺的颜色。	2
她觉得被亲人遗忘总归是不够光彩的事情。	2
我是一个爱情里的失败者。	1
昨天美国时间２００９年１月１５日下午三时许，北京时间１月１６日，美国全美航空公司（ＵＳＡｉｒｗａｙｓ）的一架３２０客机坠入了曼哈顿附近的哈德逊河。	1
我也笑了，然后温和地对他说：你好好想想，妈妈给你制定的规则，做作业不漏题，字要写整洁工整，上课认真听讲．．．．．．，每一项完成得好，不是都可以实现你的一个个小小愿望吗？	0
因为他说了一句：我累了！	2
如今，只能在梦中。	1
然后，我离开了惠州，一个人跑到了深圳。	5
我吸溜着嘴也吸溜着心到处找创可贴，我知道厨房一定备有那玩艺儿，但想不起厨房的电话，就问办公室，办公室说有，随即包上了事。	2
垂钓的老者，已不知去向。	2
新浪上很多类似我这样经历的作者很多，他们很多的新章节就牺牲在上架前的准备上，导致上架后，小说的故事就快接近尾了。	2
她对于爱情迷茫着，对理想与现实的距离难以丈量，以致沙菲哭笑无常。	2
已是下午了，不想吃饭，没有胃口，没有人在不在意我快不快乐。	2
还算可以吧。	0
从无名小卒到主编的位子，这其中的努力与艰辛，我想任何一个活在这个时代的人都会体会到；这几年来，女友几乎没有度过一个完整的周末；忙忙忙！	2
老母亲已近七十了，身体还算硬朗，可自从老爸走了后，总感觉有些孤寂。	1
一直以来，不管我走到哪里，看见什么东西，我想到的都是这个是我老爸喜欢吃的，那个也是我老爸喜欢吃的，而从来就没有想到过我老妈有什么特别喜欢吃的东西！	1
现实生活中，很少有人能够真正悟透生命的含义。	1
今年过元旦，不少日本人都守着家门哪儿也不去，有的跟家人和宠物一起，也自得其乐。	0
“二人转”传承的一些表现方式究竟是小品艺术的糟粕还是精华？	2
晚上，我们把它关在小屋里，天亮时，它又咪咪地叫着想开门出来。	5
一件事情做久了，多少会有些厌倦，有些懈怠。	2
郁闷从工作到现在，我带的学生虽然屈指可数，但也没出现过这样的事情，感慨……想象力真的很丰富！	4
时间于我就象一片迷雾中的沼泽，当我摸索着前行，一次又一次跌倒，一次又一次深陷。	1
不过，从清晰可见的机身上看，这绝对是一架客机，没跑儿。	5
这一程情深缘浅，走到今天，已经不容易，轻轻地抽出手，说声再见，真的很感谢，这一路上有你。	0
动车上的两个小时，除了２０分钟左右半梦半醒，基本上是闭着眼睛度过的。	2
这次听说刘老师去世了，只能在心里记托哀思。	1
众所周知，国内现今流行的“山寨”一词从深圳等地的手机“山寨厂”发展而来，而据网友余以为的考证，“山寨厂”一词始发于香港，余以为的结论是“山寨厂是在公共服务不足的条件下，民间自发地实现工业化的一种现象。	5
我望着女儿，心里的温暖犹如烂漫的阳光。	0
也许是太久没有点蜡烛了吧，此时一道光，一个字足够让我的全部防线崩溃。	1
”说完一阵大笑。	0
你听不到她的低语里，串起了多少酸楚的泪滴。	1
友谊为什么要换着做？	2
《爱情呼叫转移－爱情左右》里面，女主角一年之内跟１２个男人相遇、相识、相恋，平均一个月谈一个，爽死了。	0
昨天晚上天气还不错，可就没看到月亮，有些失望。	1
我们今天常常喟叹为人情所累，尽管如此，我们仍会鄙视西方人不谙人情。	2
驾驶证终于拿到手了。	0
我有些心疼地伸出手，抚摩着那爬满青苔的石墙。	1
那时候还有两个前辈，两个６０多岁的美少年，身体超级棒，每天一起下乡，早上出发前坐在招待所下面的餐馆吃羊肉粉汤，晚上回来在房间里天南地北。	0
当然有命好的，全额把票转手了出去，免去了被火车站活宰的痛楚（收取２０％退票费）	0
西康高速路在尹家营安康枢纽互通式立交桥上结束。	5
当它们吃得正欢的时候，一拉绳，照住了，那种兴奋不言于表。	0
花园里亭子间两张椅子似乎刚刚摇过。	5
试想，厂子建造在城市里，而城市里的水源或多或少的受到污染。	2
但也不乏那些勇于尝试的探险者，你看那时代的被恭举的行为再现时代早已是一种探险了，难道不是一种悲哀吗？	1
电话中，你说，想我了。	0
日本老人都如此辛苦吗？	2
习惯这东西很奇怪，形成总是在不知不觉之间，当自己发现已经有了依赖性的时候，改掉某种习惯就是一个大难题，仔细想想，我这二十几年似乎从未真正改变过已经养成的习惯，最多换换方式罢了。	2
可当年吃对于我们却是个要动脑子的大问题。	2
你无情的沉默，灼伤了我的心。	2
这时候，班长他们又撵着我回办公室了，“回去再看吧，看的时候可千万别哭！	1
周围很少行人，安静的心，潮湿的眼，让我仿佛来到了梦中的前生今世。	0
打了电话道喜，近日抽个时间打算探望。	0
确是这样，我永远也戒不掉烟，哪怕不再需要。	1
我知道，钱在我们之间是无法跨越的一种障碍了，过去是，没想到分手之后还是如此。	1
看见远处拥抱的情侣，幸福的表情淡忘了这个落寞的人间，他们一定不知道我在想什么，因为我是看风景的人，或许他们看到了，在他们身后那个模糊的身影，那是我。	1
荧光灯的嗡嗡声，仿佛在告诉我，此时的世界很黑暗。	2
“土地爷”的言下之意也很明显：请广大人民群众一定要擦亮双眼，千万不要“不明真相”、被个别人忽悠了。	2
岂止后怕，阿刘说，你打电话说马上到，我都快神经了，我本来想让老曹开车，你们一起来，你喝完就自己来了。	2
每每这个时候，就会感叹，我老了。	2
后来我打过他妹夫的电话，总是关机，再后来，由于工作的辗转，电话本也随着弄丢了，真是很遗憾，想对他说声感谢，都没有机会。	1
在感情没有明确之前，以暖昧投石问路，本无可厚非。	1
哈哈，我看见了……”铁头爸爸大叫一声走了过来。	0
”估计这地方离开草原站怎么也有一百多里路了。	5
随后，双方发生冲突。	5
他把头靠在我的右臂，讲着他最内心的话，说着他从来没有对任何人说的话，我感觉很幸福。	0
程菲的第一跳，跳得相当漂亮，我跟围观在电视前的观众们，都忍不住同时鼓起掌来。	0
回来准备把自己卖给沙发，结果被纠去朋友那里喝茶，认识不认识的一堆人，有人写字有人喝茶有人画画有人唱歌，哄堂热闹。	1
青春期是家长最头疼的的问题。	2
”“我也不知道，我不认识他，他要追我，我就逃，然后就摔倒了。	1
食不滋味、应付形式或许就是我对吃饭最好的解释。	1
”“没结婚时，我还能收到很多喜欢的礼物呢？	2
今年的经济不景气，大学生毕业找不到工作的比比皆是，我学的专业本来人才需求量就比较少，这下找工作更成了难题。	2
以前的周六周日都是我们一家３口休闲的日子，现在却再也没有一顿饭能一家人坐在一起吃了。	1
在干燥寒冷的北京，我收到很多问候的短信：北京冷吗？	0
”霎时，我的脸通红，语文老师发觉后，走到我身边轻声的问，怎么了，不舒服么？	2
很可惜，与他们一样的是我也迷失了自己，在这个红尘中，但比不了的是他们这种幡然觉醒。	2
上一次去是１９９９年，十年了。	5
早上接到电话心情超爽，从壁柜里拽一把防紫外线淡色小花伞带上墨镜锁门出去直到下午三点多钟回到家热情仍然不减，进门甩掉高跟鞋直奔空调开关而去；慢！	0
我也许是幸运的，因为我至少还有公司的朋友们一起在为了理想打拼，这已经足够了，好过很多人每天上班的时候要在同事之间勾心斗角的，累不累啊￣￣￣￣	0
也许，有些是误解吧。	2
每当这个时候我以无所适从，不知自己应当如何地做，如何得面对，如何地去解读这个很多人也会迷茫的情感方程式。	2
世界仿佛一个巨大的牢笼，我们各自在游走，从这个门出去，那个门进来。	2
我当时沉吟良久，报以沉默，现在看来，并不难回答。	0
原来快乐的一切，似乎要弃我而去，我伸手想抓，却总是只差一点点，我努力，却无济无事，我奔跑，却挪不动脚步。	1
”就这么一个小小的缺点，就让我在以后的日子里得到过很多陌生人写的“情书”。	1
市场交易和竞争的公平性在哪里？	2
就是我们把土地看成我们生产的主要因素了，忽略了生产的其他要素，所以才导致我们对土地本身的依赖，而忽视了其他问题。	2
回宿舍冲完凉九点多就睡觉了（睡觉前给老婆打了个电话，但不知说了什么把她惹生气了）！	2
有人说：一个真正有魅力的女子，就算约会１００次都不上床，也会让那个男人终生难忘；而有的女人，就算第一次约会就把自己脱个精光，有品的男人也会退避三舍。	0
飞溅的雨水，打湿了裙角。	2
也早已是白金卡会员。	0
刻意做作无聊无赖的笑料还是少一点吧，因为２００８是一个伟大的年头，我们不能显的太浅薄。	2
夜空的寂静，让这个只有我一个人的空间，越变越小。	2
或许，该下点雨，不然为什么我会三次把眼泪吞进了肚子，品尝那样枯涩的艰辛？	2
现在的作家等同于作者或者“写手“，卖文为生。	1
于是，这样一个细节留给我的是一个谜。	2
这个梦是晚上做的，还是白天做的，已经记不清了，况且从小一向不记梦，但凡做完梦，总是汗水津津，梦见了什么？	2
瘦弱的母亲，倒在滚滚麦浪麦田里的情景，至今是我永远挥之不去的阴影。	1
虽然有点贱，可是，只要他愿意，我就愿意。	0
按照这个逻辑，让狗只吃狗粮，声称狗粮含有丰富维生素的科学家们，一定专属狗饲料厂家。	4
你在乎过我的感受么？	1
有点疯了的恣意放纵自己的购买欲望。	0
想来这也是一种蛮伟大的选择了，也是世事造人的原因吧！	1
哈，我还以为他是ｇａｙ呢！	2
时光如梭，当他重新走到我身边，端起那杯我喜欢的绿茶，耳边是那最熟悉的声音：多年不见，你好吗？	0
晕～～　　隔三差五，我都要给她打电话问近况的，当然也会告诉她我忙不忙啦。	0
我不怪我父亲在我高二和高三时与我母亲闹离婚，我不怪那个女人在我快要高考时给我发短信说他有了我父亲的孩子和另一些话来威胁我和我妈妈！	2
终于有一天，在信箱里惊喜地发现了一封未读信件，兴奋中打开，看到的只有简短的一句：我一切都好！	0
此时，有一种莫名的感觉，不知道是为这个城市，还是因为其他。	1
飞机，带着我离开有你的城市，你躲在一边的哭泣，我没有发现。	1
一个快乐，一个忧伤。	1
就如曾经的人，曾经的事。	1
她轻轻一笑，笑他的修道终于功德圆满了。	0
于是，他不断地被她伤害着：周末派对上，商场里，甚至电话里。	1
害怕寒冷的人，不会看到雪，或者象候鸟一样长途跋涉，去越冬。	2
氤氲的夜，还没完全被渗透，眼中的所有都是灰暗而模糊的。	1
只能具体问题具体分析了。	5
